"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتابَ,,,,,اِنقْابَ,,,,,,,,,,تقَوبَ,,,,,,,,,,,,,,,قوَبَ,,,,,,,,,,,,,,,قابَ   1,,,,,ص و ص,,,,,84,,,,,4,,,,,ق و ب,,,,
"",,,,,,,,,,,,,,,,,اِس تقَاتَ,,,,,,,,,,اِقْتاتَ,,,,,,,,,,,,,,,تقَوتَ,,,,,أَقاتَ,,,,,,,,,,قوَتَ,,,,,,,,,,,,,,,قا تَ  1,,,,,ص و ص,,,,,48,,,,,5,,,,,ق و ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تقَوح َ,,,,,أَقاَح َ,,,,,,,,,,قوَح َ,,,,,,,,,,,,,,,قاَحَ  1,,,,,ص و ص,,,,,67,,,,,7,,,,,ق و ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قاَخَ  1,,,,,ص و ص,,,,,328,,,,,7,,,,,ق و خ,,,,
"",,,,,,,,,,,,,,,,,اِس تقَاد َ,,,,,,,,,,اِقْتا  َد,,,,,اِنقْاد َ,,,,,تقَاوَ َد,,,,,تقَود َ,,,,,أَقاد َ,,,,,,,,,,قوَد َ,,,,,قوَِد َ  4,,,,,,,,,,قاد َ  1,,,,,ص و ص,,,,,76,,,,,9,,,,,ق و د,,,,
"",,,,,,,,,,,,,,,,,,,,,,اِقْوَر,,,,,اِقْتا  َر,,,,,اِنقْار َ,,,,,,,,,,تقَور َ,,,,,,,,,,,,,,,قوَر َ,,,,,قوَِر َ,,,,,,,,,,قار َ  1,,,,,ص و ص,,,,,487,,,,,13,,,,,ق و ر,,,,
"",,,,,,,,,,,,,,,,,اِقْتوََ  َر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتا  َز,,,,,,,,,,,,,,,تقَو  َز,,,,,,,,,,,,,,,قوَز َ,,,,,,,,,,,,,,,,,,,,ص و ص,,,,,291,,,,,15,,,,,ق و ز,,,,
"",,,,,,,,,,,,,,,,,اِس تقَْوَسَ,,,,,,,,,,اِقْتاسَ,,,,,,,,,,,,,,,تقَوسَ,,,,,أَقْوَسَ,,,,,قاوَسَ,,,,,قوَسَ,,,,,قوَِسَ   4,,,,,,,,,,قاسَ   1,,,,,ص و ص,,,,,407,,,,,16,,,,,ق و س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قوَشَ,,,,,,,,,,,,,,,,,,,,ص و ص,,,,,343,,,,,17,,,,,ق و ش,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنقْاضَ,,,,,,,,,,تقَوضَ,,,,,,,,,,قاوَضَ,,,,,قوَضَ,,,,,,,,,,,,,,,قاضَ   1,,,,,ص و ص,,,,,34,,,,,19,,,,,ق و ض,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتا  َع,,,,,,,,,,,,,,,تقَوع َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قاع َ  1,,,,,ص و ص,,,,,103,,,,,22,,,,,ق و ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتافَ,,,,,,,,,,,,,,,تقَوفَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قافَ   1,,,,,ص و ص,,,,,290,,,,,24,,,,,ق و ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قاقَ   1,,,,,ص و ص,,,,,342,,,,,26,,,,,ق و ق,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتا  َل,,,,,اِنقْال َ,,,,,تقَاوَ  َل,,,,,تقَول َ,,,,,أَقْوَل َ,,,,,قاوَل َ,,,,,قوَل َ,,,,,,,,,,,,,,,قال َ  1,,,,,ص و ص,,,,,912,,,,,30,,,,,ق و ل,,,,
"",,,,,,,,,,,,,,,,,اِس تقَام َ,,,,,,,,,,اِقْتا  َم,,,,,اِنقْام َ,,,,,تقَاوَم َ,,,,,تقَو َم,,,,,أَقام َ,,,,,قاوَم َ,,,,,قوَم َ,,,,,,,,,,,,,,,قام َ  1,,,,,ص و ص,,,,,305,,,,,33,,,,,ق و م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تقَو ن َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص و ص,,,,,28,,,,,36,,,,,ق و ن,,,,
"",,,,,,,,,,,,,,,,,اِس تقَاه َ,,,,,,,,,,,,,,,,,,,,تقَاوَه َ,,,,,,,,,,,,,,,,,,,,قوَه َ,,,,,,,,,,,,,,,,,,,,ص و ص,,,,,478,,,,,36,,,,,ق و ه,,,,
"",,,,,,,,,,,,,,,,,اِس تقَْوَى,,,,,,,,,,اِقْتوََى,,,,,,,,,,تقَاوَى,,,,,تقَوى,,,,,أَقْوَى,,,,,قاوَى,,,,,قوَى,,,,,قوَِي َ  4,,,,,,,,,,,,,,,ص و ع,,,,,360,,,,,39,,,,,ق و ي,,,,
"",,,,,,,,,,,,,,,,,اِس تقَا  َء,,,,,,,,,,,,,,,,,,,,تقَايأَ,,,,,تقَيَأ,,,,,أَقاء َ,,,,,,,,,,قيَأ,,,,,,,,,,,,,,,قاء َ  2,,,,,ص ي ء,,,,,380,,,,,1,,,,,ق ي ء,,,,
"",,,,,,,,,,,اِس تقَْيأَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تقَيَث َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ي ص,,,,,329,,,,,5,,,,,ق ي ث,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِ  َل,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تقَيَح َ,,,,,أَقاح َ,,,,,,,,,,قيَح َ,,,,,,,,,,,,,,,قا  َح  2,,,,,ص ي ص,,,,,67,,,,,7,,,,,ق ي ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تقَيَد َ,,,,,,,,,,,,,,,قيَد َ,,,,,,,,,,,,,,,قا  َد  2,,,,,ص ي ص,,,,,83,,,,,9,,,,,ق ي د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتار َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قيَر َ,,,,,,,,,,,,,,,,,,,,ص ي ص,,,,,499,,,,,13,,,,,ق ي ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتاسَ,,,,,اِنقْاسَ,,,,,تقَايسََ,,,,,تقَيَسَ,,,,,أَقاسَ,,,,,قايسََ,,,,,قيَسَ,,,,,,,,,,,,,,,قاسَ   2,,,,,ص ي ص,,,,,416,,,,,16,,,,,ق ي س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنقْاصَ,,,,,,,,,,تقَيَصَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قاصَ   2,,,,,ص ي ص,,,,,132,,,,,18,,,,,ق ي ص,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتاضَ,,,,,اِنقْاضَ,,,,,تقَايضَ,,,,,تقَيَضَ,,,,,,,,,,قايضََ,,,,,قيَضَ,,,,,,,,,,,,,,,قاضَ,,,,,ص ي ص,,,,,35,,,,,19,,,,,ق ي ض,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتاظَ,,,,,,,,,,,,,,,تقَيَظ َ,,,,,,,,,,قاي  َظَ,,,,,قيَظ,,,,,,,,,,,,,,,قاظَ   2,,,,,ص ي ص,,,,,260,,,,,20,,,,,ق ي ظ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قاَعَ  2,,,,,ص ي ص,,,,,107,,,,,22,,,,,ق ي ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تقَيَفَ,,,,,,,,,,,,,,,قيَفَ,,,,,,,,,,,,,,,,,,,,ص ي ص,,,,,292,,,,,24,,,,,ق ي ف,,,,
"",,,,,,,,,,,,,,,,,اِس تقَا  َل,,,,,,,,,,اِقْتال َ,,,,,,,,,,تقَاي  َلَ,,,,,تقَيَل َ,,,,,أَقال َ,,,,,قاي  َلَ,,,,,قيَل َ,,,,,,,,,,,,,,,قال َ  2,,,,,ص ي ص,,,,,304,,,,,30,,,,,ق ي ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِقْتان َ,,,,,,,,,,,,,,,تقَيّ َ,,,,,أَقيَّْ َ,,,,,,,,,,قيَّ َ,,,,,,,,,,,,,,,قا  َن  2,,,,,ص ي ص,,,,,29,,,,,36,,,,,ق ي ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتأَبََ,,,,,,,,,,,,,,,,,,,,أَكَْبَ,,,,,,,,,,,,,,,كَئِب َ  4,,,,,,,,,,,,,,,ص ء ص,,,,,92,,,,,4,,,,,ك ء ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََجَ  3,,,,,ص ء ص,,,,,170,,,,,6,,,,,ك ء ج,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَاءَد َ,,,,,تكََد َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََد َ  3,,,,,ص ء ص,,,,,88,,,,,9,,,,,ك ء د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََرَ  3,,,,,ص ص ص,,,,,5,,,,,14,,,,,ك ء ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََزَ  1,,,,,ص ء ص,,,,,294,,,,,15,,,,,ك ء ز,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتأَسَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ء ص,,,,,423,,,,,16,,,,,ك ء س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََشَ  3,,,,,ص ء ص,,,,,345,,,,,17,,,,,ك ء ش,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََصَ  3,,,,,ص ء ص,,,,,134,,,,,18,,,,,ك ء ص,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكَْفَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ء ص,,,,,293,,,,,24,,,,,ك ء ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََلَ  3,,,,,ص ء ص,,,,,309,,,,,30,,,,,ك ء ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كََنَ  3,,,,,ص ء ص,,,,,35,,,,,36,,,,,ك ء ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكَْى,,,,,,,,,,,,,,,,,,,,,,,,,كََى  3,,,,,ص ء ع,,,,,372,,,,,39,,,,,ك ء ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَب,,,,,تكَاب,,,,,تكََب  َب,,,,,أَكَب,,,,,,,,,,كَبب َ,,,,,,,,,,,,,,,كَب   1,,,,,ص (ص ص),,,,,93,,,,,4,,,,,ك ب ب,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِ  َل,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتبَتََ,,,,,اِنكَبتَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَبَتَ   2,,,,,ص ص ص,,,,,52,,,,,5,,,,,ك ب ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَبث َ,,,,,كَبِث َ  4,,,,,,,,,,كَبَث َ   31,,,,,ص ص ص,,,,,329,,,,,5,,,,,ك ب ث,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْبَ  َح,,,,,كابح َ,,,,,,,,,,,,,,,,,,,,كَبَ  َح  3,,,,,ص ص ص,,,,,68,,,,,7,,,,,ك ب ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَبد َ,,,,,تكَابدَ َ,,,,,تكََب  َد,,,,,,,,,,كابدَ َ,,,,,كَب  َد,,,,,كَبِد َ  4,,,,,,,,,,كَبَ  َد   12,,,,,ص ص ص,,,,,89,,,,,9,,,,,ك ب د,,,,
"",,,,,,,,,,,,,,,,,اِس تكْبَ َ,,,,,,,,,,,,,,,,,,,,تكَابرَ َ,,,,,تكََب َ,,,,,أَكْبَ َ,,,,,كابرَ َ,,,,,كَب َ,,,,,كَبِ َ  4,,,,,كَبُ َ  5,,,,,كَبَ َ  1,,,,,ص ص ص,,,,,5,,,,,14,,,,,ك ب ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتبَسََ,,,,,اِنكَبسََ,,,,,تكَابسََ,,,,,تكََبسَ,,,,,,,,,,,,,,,كَبسَ,,,,,كَبِسَ   4,,,,,,,,,,كَبسََ   2,,,,,ص ص ص,,,,,425,,,,,16,,,,,ك ب س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَبشَ,,,,,,,,,,,,,,,كَبشََ   1,,,,,ص ص ص,,,,,345,,,,,17,,,,,ك ب ش,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَب َع,,,,,,,,,,,,,,,كَبَعَ  3,,,,,ص ص ص,,,,,107,,,,,22,,,,,ك ب ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْت َبَ  َل,,,,,,,,,,,,,,,تكََبل َ,,,,,,,,,,كابلَ َ,,,,,كَب  َل,,,,,,,,,,,,,,,كَبَ  َل  2,,,,,ص ص ص,,,,,310,,,,,30,,,,,ك ب ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْبَ َ,,,,,,,,,,كَب َ,,,,,,,,,,,,,,,كَبَ َ   12,,,,,ص ص ص,,,,,36,,,,,36,,,,,ك ب ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتبَّ,,,,,اِنكَبَّ,,,,,,,,,,تكََبّ,,,,,أَكْبَّ,,,,,كابَّ,,,,,كَبّ,,,,,,,,,,,,,,,كَبا  1,,,,,ص ص ع,,,,,372,,,,,39,,,,,ك ب و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَبَّ  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,اِس تكْتبَ َ,,,,,,,,,,اِكْتتبَ َ,,,,,اِنكَتبَ َ,,,,,تكَاتبَ َ,,,,,تكََت  َب,,,,,أَكْتب َ,,,,,كاتبَ َ,,,,,كَت  َب,,,,,,,,,,,,,,,كَتَب َ  1,,,,,ص ص ص,,,,,100,,,,,4,,,,,ك ت ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتت,,,,,اِنكَت,,,,,تكَات,,,,,,,,,,أَكَت,,,,,,,,,,كَت  تَ,,,,,,,,,,,,,,,كَت    12,,,,,ص (ص ص),,,,,55,,,,,5,,,,,ك ت ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَت  َح  3,,,,,ص ص ص,,,,,69,,,,,7,,,,,ك ت ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْتَ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,16,,,,,14,,,,,ك ت ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَتشََ  1,,,,,ص ص ص,,,,,350,,,,,17,,,,,ك ت ش,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَتعَ َ,,,,,تكَاتع َ,,,,,تكََتع َ,,,,,,,,,,كاتعَ َ,,,,,كَتع َ,,,,,كَتِعَ  4,,,,,,,,,,كَت َعَ  3,,,,,ص ص ص,,,,,108,,,,,22,,,,,ك ت ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَاتفََ,,,,,تكََتفَ,,,,,,,,,,كاتفََ,,,,,كَتفَ,,,,,كَتِفَ   4,,,,,,,,,,كَتفَ   2,,,,,ص ص ص,,,,,293,,,,,24,,,,,ك ت ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَتلَ َ,,,,,,,,,,تكََت  َل,,,,,,,,,,كاتلَ َ,,,,,كَتل َ,,,,,كَتِل َ  4,,,,,,,,,,كَتل َ  1,,,,,ص ص ص,,,,,312,,,,,30,,,,,ك ت ل,,,,
"",,,,,,,,,,,,,,,,,اِس تكْ  َتَ,,,,,,,,,,اِكْت  َتَ,,,,,اِنكَتَ َ,,,,,تكَاتَ َ,,,,,,,,,,أَكْتَ َ,,,,,كاتَ َ,,,,,كَت َ,,,,,,,,,,,,,,,كَتَ َ  1,,,,,ص ص ص,,,,,323,,,,,33,,,,,ك ت م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََتِ َ,,,,,أَكْتَِ َ,,,,,,,,,,كَ  َتِ,,,,,كَتِِ َ  4,,,,,,,,,,,,,,,ص ص ص,,,,,39,,,,,36,,,,,ك ت ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْتَ,,,,,,,,,,,,,,,,,,,,,,,,,كَتا  1,,,,,ص ص ع,,,,,379,,,,,39,,,,,ك ت و,,,,
"",,,,,,,,,,,,اِكْتوْتَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ي,,,,,379,,,,,39,,,,,ك ت ي,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَ  َل,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْثأ,,,,,,,,,,كَثأ,,,,,,,,,,,,,,,كَثأَ  3,,,,,ص ص ء,,,,,383,,,,,1,,,,,ك ث ء,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَث  َبَ,,,,,,,,,,,,,,,أَكْث  َبَ,,,,,كاثبَ َ,,,,,كَثب َ,,,,,,,,,,,,,,,كَثبَ َ   21,,,,,ص ص ص,,,,,107,,,,,4,,,,,ك ث ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكَث,,,,,,,,,,,,,,,كَث   4,,,,,,,,,,كَث   3,,,,,ص (ص ص),,,,,330,,,,,5,,,,,ك ث ث,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَثجََ  2,,,,,ص ص ص,,,,,170,,,,,6,,,,,ك ث ج,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََاثحَ َ,,,,,تكََثح َ,,,,,,,,,,,,,,,كَثح َ,,,,,,,,,,,,,,,كَثحََ  3,,,,,ص ص ص,,,,,69,,,,,7,,,,,ك ث ح,,,,
"",,,,,,,,,,,,,,,,,اِس تكْثَ َ,,,,,,,,,,,,,,,,,,,,تكَاثرَ َ,,,,,تكََث َ,,,,,أَكْثَ َ,,,,,كاثرَ َ,,,,,كَث َ,,,,,,,,,,كَثُ َ  5,,,,,كَثَ َ  1,,,,,ص ص ص,,,,,17,,,,,14,,,,,ك ث ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْث َع,,,,,,,,,,كَثع َ,,,,,كَثِ َع  4,,,,,,,,,,كَثعَ َ  3,,,,,ص ص ص,,,,,111,,,,,22,,,,,ك ث ع,,,,
"",,,,,,,,,,,,,,,,,اِس تكْثفََ,,,,,,,,,,,,,,,,,,,,تكَاثفََ,,,,,تكََثفَ,,,,,,,,,,,,,,,كَثفَ,,,,,,,,,,كَثفَُ  5,,,,,,,,,,ص ص ص,,,,,300,,,,,24,,,,,ك ث ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَ  ََث,,,,,,,,,,تكََث َ,,,,,أَكْث ََ,,,,,كاثََ َ,,,,,,,,,,كَثِ َ  4,,,,,,,,,,كَث ََ  2,,,,,ص ص ص,,,,,328,,,,,33,,,,,ك ث م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَج   1,,,,,ص (ص ص),,,,,170,,,,,6,,,,,ك ج ج,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَح  َب,,,,,,,,,,,,,,,كَحَبَ  3,,,,,ص ص ص,,,,,112,,,,,4,,,,,ك ح ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَحَثَ  3,,,,,ص ص ص,,,,,332,,,,,5,,,,,ك ح ث,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَح  1,,,,,ص (ص ص),,,,,69,,,,,7,,,,,ك ح ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَحَسَ  3,,,,,ص ص ص,,,,,430,,,,,16,,,,,ك ح س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَحصَ,,,,,,,,,,,,,,,كَحَصَ  3,,,,,ص ص ص,,,,,135,,,,,18,,,,,ك ح ص,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَحَط َ  31,,,,,ص ص ص,,,,,59,,,,,20,,,,,ك ح ط,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَحَفَ 2,,,,,ص ص ص,,,,,301,,,,,24,,,,,ك ح ف,,,,
"",,,,,,,اِكْحال,,,,,,,,,,,,,,,,,,,,اِكْتحََ  َل,,,,,,,,,,,,,,,تكََحل َ,,,,,أَكْحَل َ,,,,,,,,,,كَحل َ,,,,,كَحِل َ  4,,,,,,,,,,كَحَل َ   31,,,,,ص ص ص,,,,,316,,,,,30,,,,,ك ح ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَحَى  2,,,,,ص ص ع,,,,,380,,,,,39,,,,,ك ح ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَخ   2,,,,,ص (ص ص),,,,,328,,,,,7,,,,,ك خ خ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَخَمَ  3,,,,,ص ص ص,,,,,331,,,,,33,,,,,ك خ م,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاع  َلَ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَد َأ,,,,,كَدِئَ  4,,,,,,,,,,كَدَ َأ  3,,,,,ص ص ء,,,,,384,,,,,1,,,,,ك د ء,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَدَجَ  1,,,,,ص ص ص,,,,,171,,,,,6,,,,,ك د ج,,,,
